"date","account","category","amount","currency","converted.amount","currency.1","description"
"22/10/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"23/10/2019","Expense Account 1","Commuting","-226","INR","-226","INR",""
"23/10/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"23/10/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"23/10/2019","Expense Account 1","Commuting","-20","INR","-20","INR",""
"23/10/2019","Expense Account 1","Home Food","-50","INR","-50","INR",""
"24/10/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"24/10/2019","Expense Account 1","Commuting","-69","INR","-69","INR",""
"24/10/2019","Expense Account 1","Miscellaneous","-30","INR","-30","INR",""
"24/10/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"25/10/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"25/10/2019","Expense Account 1","Commuting","-69","INR","-69","INR",""
"26/10/2019","Expense Account 1","Home Food","-138","INR","-138","INR",""
"26/10/2019","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"26/10/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"26/10/2019","Expense Account 1","Clothes","-550","INR","-550","INR",""
"26/10/2019","Expense Account 1","Entertainment","-2,300","INR","-2,300","INR",""
"27/10/2019","Expense Account 1","Commuting","-125","INR","-125","INR",""
"27/10/2019","Expense Account 1","Commuting","-114","INR","-114","INR",""
"27/10/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"27/10/2019","Expense Account 1","Entertainment","-837","INR","-837","INR",""
"28/10/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"28/10/2019","Expense Account 1","Home Food","-58","INR","-58","INR",""
"29/10/2019","Expense Account 1","Commuting","-49","INR","-49","INR",""
"29/10/2019","Expense Account 1","Commuting","-59","INR","-59","INR",""
"30/10/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"30/10/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"30/10/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"31/10/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"31/10/2019","Expense Account 1","Commuting","-25","INR","-25","INR",""
"31/10/2019","Expense Account 1","Miscellaneous","-2,160","INR","-2,160","INR",""
"31/10/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"31/10/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"31/10/2019","Expense Account 1","Miscellaneous","-20","INR","-20","INR",""
"02/11/2019","Expense Account 1","Miscellaneous","-20","INR","-20","INR",""
"04/11/2019","Expense Account 1","Home Food","-682","INR","-682","INR",""
"04/11/2019","Expense Account 1","Miscellaneous","-5,000","INR","-5,000","INR",""
"04/11/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"04/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"04/11/2019","Expense Account 1","Home Food","-102","INR","-102","INR",""
"04/11/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"05/11/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"05/11/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"05/11/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"06/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"06/11/2019","Expense Account 1","Home Food","-450","INR","-450","INR",""
"06/11/2019","Expense Account 1","Miscellaneous","-419","INR","-419","INR",""
"06/11/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"06/11/2019","Expense Account 1","Home Food","-114","INR","-114","INR",""
"07/11/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"07/11/2019","Expense Account 1","Home Food","-191","INR","-191","INR",""
"07/11/2019","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"07/11/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"07/11/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"08/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"08/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"08/11/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"09/11/2019","Expense Account 1","Home Food","-705","INR","-705","INR",""
"10/11/2019","Expense Account 1","Miscellaneous","-85","INR","-85","INR",""
"11/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"11/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"11/11/2019","Expense Account 1","Health","-73","INR","-73","INR",""
"11/11/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"11/11/2019","Expense Account 1","Health","-21","INR","-21","INR",""
"12/11/2019","Expense Account 1","Commuting","-63","INR","-63","INR",""
"13/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"13/11/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"13/11/2019","Expense Account 1","Health","-100","INR","-100","INR",""
"13/11/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"14/11/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"14/11/2019","Expense Account 1","Miscellaneous","-30","INR","-30","INR",""
"15/11/2019","Expense Account 1","Miscellaneous","-33","INR","-33","INR",""
"16/11/2019","Expense Account 1","Home Food","-450","INR","-450","INR",""
"16/11/2019","Expense Account 1","Miscellaneous","-50","INR","-50","INR",""
"17/11/2019","Expense Account 1","Home Food","-712","INR","-712","INR",""
"18/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"18/11/2019","Expense Account 1","Entertainment","-752","INR","-752","INR",""
"18/11/2019","Expense Account 1","Miscellaneous","-40","INR","-40","INR",""
"18/11/2019","Expense Account 1","Home Food","-80","INR","-80","INR",""
"18/11/2019","Expense Account 1","Home Food","-1,400","INR","-1,400","INR",""
"18/11/2019","Expense Account 1","Miscellaneous","-2,120","INR","-2,120","INR",""
"18/11/2019","Expense Account 1","Entertainment","-1,012","INR","-1,012","INR",""
"18/11/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"18/11/2019","Expense Account 1","Clothes","-747","INR","-747","INR",""
"19/11/2019","Expense Account 1","Commuting","-79","INR","-79","INR",""
"19/11/2019","Expense Account 1","Commuting","-59","INR","-59","INR",""
"19/11/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"20/11/2019","Expense Account 1","Commuting","-59","INR","-59","INR",""
"20/11/2019","Expense Account 1","Commuting","-67","INR","-67","INR",""
"20/11/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"20/11/2019","Expense Account 1","Entertainment","-5,330","INR","-5,330","INR",""
"21/11/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"21/11/2019","Expense Account 1","Commuting","-59","INR","-59","INR",""
"21/11/2019","Expense Account 1","Home Food","-257","INR","-257","INR",""
"21/11/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"21/11/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"21/11/2019","Expense Account 1","Home Food","-22","INR","-22","INR",""
"22/11/2019","Expense Account 1","Commuting","-59","INR","-59","INR",""
"22/11/2019","Expense Account 1","Commuting","-79","INR","-79","INR",""
"22/11/2019","Expense Account 1","Entertainment","-195","INR","-195","INR",""
"23/11/2019","Expense Account 1","Commuting","-130","INR","-130","INR",""
"23/11/2019","Expense Account 1","Commuting","-138","INR","-138","INR",""
"23/11/2019","Expense Account 1","Home Food","-765","INR","-765","INR",""
"23/11/2019","Expense Account 1","Miscellaneous","-34","INR","-34","INR",""
"23/11/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"24/11/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"24/11/2019","Expense Account 1","Miscellaneous","-2,500","INR","-2,500","INR",""
"25/11/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"25/11/2019","Expense Account 1","Miscellaneous","-50","INR","-50","INR",""
"25/11/2019","Expense Account 1","Commuting","-66","INR","-66","INR",""
"25/11/2019","Expense Account 1","Home Food","-70","INR","-70","INR",""
"26/11/2019","Expense Account 1","Commuting","-79","INR","-79","INR",""
"26/11/2019","Expense Account 1","Commuting","-59","INR","-59","INR",""
"26/11/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"26/11/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"26/11/2019","Expense Account 1","Commuting","-88","INR","-88","INR",""
"27/11/2019","Expense Account 1","Commuting","-59","INR","-59","INR",""
"28/11/2019","Expense Account 1","Commuting","-79","INR","-79","INR",""
"28/11/2019","Expense Account 1","Commuting","-45","INR","-45","INR",""
"28/11/2019","Expense Account 1","Home Food","-1,364","INR","-1,364","INR",""
"28/11/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"28/11/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"28/11/2019","Expense Account 1","Health","-1,200","INR","-1,200","INR",""
"29/11/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"29/11/2019","Expense Account 1","Health","-2,000","INR","-2,000","INR",""
"29/11/2019","Expense Account 1","Commuting","-59","INR","-59","INR",""
"29/11/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"29/11/2019","Expense Account 1","Clothes","-548","INR","-548","INR",""
"30/11/2019","Expense Account 1","Home Food","-97","INR","-97","INR",""
"01/12/2019","Expense Account 1","Home Food","-250","INR","-250","INR",""
"01/12/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"02/12/2019","Expense Account 1","Commuting","-79","INR","-79","INR",""
"03/12/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"04/12/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"04/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"04/12/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"05/12/2019","Expense Account 1","Commuting","-108","INR","-108","INR",""
"05/12/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"05/12/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"05/12/2019","Expense Account 1","Home Food","-150","INR","-150","INR",""
"06/12/2019","Expense Account 1","Commuting","-44","INR","-44","INR",""
"06/12/2019","Expense Account 1","Miscellaneous","-85","INR","-85","INR",""
"06/12/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"06/12/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"06/12/2019","Expense Account 1","Entertainment","-195","INR","-195","INR",""
"07/12/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"07/12/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"07/12/2019","Expense Account 1","Home Food","-631","INR","-631","INR",""
"08/12/2019","Expense Account 1","Home Food","-22","INR","-22","INR",""
"08/12/2019","Expense Account 1","Commuting","-108","INR","-108","INR",""
"08/12/2019","Expense Account 1","Miscellaneous","-985","INR","-985","INR",""
"08/12/2019","Expense Account 1","Commuting","-170","INR","-170","INR",""
"08/12/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"09/12/2019","Expense Account 1","Commuting","-150","INR","-150","INR",""
"09/12/2019","Expense Account 1","Commuting","-46","INR","-46","INR",""
"10/12/2019","Expense Account 1","Home Food","-184","INR","-184","INR",""
"11/12/2019","Expense Account 1","Commuting","-130","INR","-130","INR",""
"12/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"12/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"12/12/2019","Expense Account 1","Home Food","-96","INR","-96","INR",""
"13/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"13/12/2019","Expense Account 1","Entertainment","-3,405","INR","-3,405","INR",""
"14/12/2019","Expense Account 1","Miscellaneous","-42","INR","-42","INR",""
"14/12/2019","Expense Account 1","Commuting","-242","INR","-242","INR",""
"14/12/2019","Expense Account 1","Commuting","-188","INR","-188","INR",""
"15/12/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"15/12/2019","Expense Account 1","Commuting","-362","INR","-362","INR",""
"15/12/2019","Expense Account 1","Commuting","-75","INR","-75","INR",""
"15/12/2019","Expense Account 1","Home Food","-70","INR","-70","INR",""
"15/12/2019","Expense Account 1","Home Food","-224","INR","-224","INR",""
"17/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"17/12/2019","Expense Account 1","Commuting","-78","INR","-78","INR",""
"18/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"18/12/2019","Expense Account 1","Commuting","-75","INR","-75","INR",""
"18/12/2019","Expense Account 1","Home Food","-80","INR","-80","INR",""
"18/12/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"19/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"19/12/2019","Expense Account 1","Miscellaneous","-169","INR","-169","INR",""
"19/12/2019","Expense Account 1","Commuting","-99","INR","-99","INR",""
"20/12/2019","Expense Account 1","Miscellaneous","-20","INR","-20","INR",""
"20/12/2019","Expense Account 1","Commuting","-30","INR","-30","INR",""
"21/12/2019","Expense Account 1","Home Food","-476","INR","-476","INR",""
"21/12/2019","Expense Account 1","Miscellaneous","-3,000","INR","-3,000","INR",""
"23/12/2019","Expense Account 1","Health","-1,800","INR","-1,800","INR",""
"23/12/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"23/12/2019","Expense Account 1","Miscellaneous","-200","INR","-200","INR",""
"24/12/2019","Expense Account 1","Miscellaneous","-11,055","INR","-11,055","INR",""
"24/12/2019","Expense Account 1","Home Food","-1,200","INR","-1,200","INR",""
"24/12/2019","Expense Account 1","Clothes","-1,358","INR","-1,358","INR",""
"25/12/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"26/12/2019","Expense Account 1","Health","-305","INR","-305","INR",""
"26/12/2019","Expense Account 1","Miscellaneous","-495","INR","-495","INR",""
"26/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"26/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"27/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"27/12/2019","Expense Account 1","Commuting","-28","INR","-28","INR",""
"27/12/2019","Expense Account 1","Commuting","-99","INR","-99","INR",""
"27/12/2019","Expense Account 1","Entertainment","-4,231","INR","-4,231","INR",""
"27/12/2019","Expense Account 1","Commuting","-93","INR","-93","INR",""
"28/12/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"28/12/2019","Expense Account 1","Home Food","-115","INR","-115","INR",""
"29/12/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"29/12/2019","Expense Account 1","Health","-466","INR","-466","INR",""
"30/12/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"30/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"31/12/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"31/12/2019","Expense Account 1","Entertainment","-1,154","INR","-1,154","INR",""
"02/01/2020","Expense Account 1","Commuting","-75","INR","-75","INR",""
"02/01/2020","Expense Account 1","Home Food","-630","INR","-630","INR",""
"02/01/2020","Expense Account 1","Commuting","-65","INR","-65","INR",""
"05/01/2020","Expense Account 1","Commuting","-86","INR","-86","INR",""
"05/01/2020","Expense Account 1","Commuting","-51","INR","-51","INR",""
"05/01/2020","Expense Account 1","Commuting","-99","INR","-99","INR",""
"05/01/2020","Expense Account 1","Health","-760","INR","-760","INR",""
"05/01/2020","Expense Account 1","Home Food","-56","INR","-56","INR",""
"05/01/2020","Expense Account 1","Commuting","-65","INR","-65","INR",""
"06/01/2020","Expense Account 1","Entertainment","-2,645","INR","-2,645","INR",""
"07/01/2020","Expense Account 1","Commuting","-65","INR","-65","INR",""
"07/01/2020","Expense Account 1","Commuting","-40","INR","-40","INR",""
